           1  0.72118578228266150        1.0100000000000006E-004   1.0000027685008977E-009   0.0000000000000000     
         101   1.1661601336420899        5.2840010001673230       0.48152930278742656       0.26938615902840812     
         201   1.5751116164646140        5.7482010001943431       0.69972827458565512       0.35984288984081408     
         301   1.9662291398001375        5.8430010001998607       0.80280115657255635       0.40615095373662363     
         401   2.3461621233966112        5.8367010001994943       0.85768889951538685       0.43438797251191885     
         501   2.7182342350984077        5.7956010001971014       0.88885136282852517       0.45336304074141298     
         601   3.0843904661349795        5.7419010001939759       0.90693488844497516       0.46691288307990853     
         701   3.4458855477042620        5.6844010001906291       0.91724861734742957       0.47699937186598423     
         801   3.8035848523075053        5.6270010001872883       0.92272333992353195       0.48474123195884777     
         901   4.1581150992785982        5.5714010001840517       0.92506228160098358       0.49081972092715842     
        1001   4.5099474465340403        5.5183010001809611       0.92530844760900455       0.49567451452468619     
        1101   4.8594467172344871        5.4679010001780268       0.92412158043959780       0.49960171202972425     
        1201   5.2069022429290079        5.4202010001752505       0.92194247580874988       0.50280997034763697     
        1301   5.5525480767518376        5.3751010001726254       0.91907252712968968       0.50545046884656564     
        1401   5.8965767384611665        5.3326010001701514       0.91575553453240344       0.50764008814019623     
        1501   6.2391488544277509        5.2924010001678115       0.91210832352055671       0.50945886609225877     
        1601   6.5804000984493252        5.2543010001655936       0.90823058341885177       0.51097143498160236     
        1701   6.9204463033719286        5.2183010001634988       0.90423588899906182       0.51223359968870175     
        1801   7.2593873003334632        5.1841010001615073       0.90014805285857191       0.51328188923614793     
