   2.0000000000000000E-003   299.99998243068490        2.7978219481511476E-011  -1.0045369320843822        1.0045867871472220        1.0798071701031113       -7.3779574449872598E-007
   3.0000000000000001E-003   299.99994821488644        1.0391909551655131E-010  -1.0045368759679405        1.0045865931605433        1.0798070696594504       -2.1746350853391050E-006
   4.0000000000000001E-003   299.99989933584857        2.5180394288865803E-010  -1.0045367974049293        1.0045863148573708        1.0798069261704857       -4.2272346263416694E-006
   5.0000000000000001E-003   299.99983616555824        4.9561406009005639E-010  -1.0045366963953504        1.0045859544771583        1.0798067407282195       -6.8799731707258616E-006
   6.0000000000000001E-003   299.99975882060977        8.5933072391118112E-010  -1.0045365729392086        1.0045855127666636        1.0798065136749257       -1.0127954908512038E-005
   7.0000000000000001E-003   299.99966734795794        1.3669351840232254E-009  -1.0045364270365094        1.0045849900460861        1.0798062451484447       -1.3969208339403849E-005
   8.0000000000000002E-003   299.99956176962354        2.0424086575593573E-009  -1.0045362586872590        1.0045843864756452        1.0798059352134213       -1.8402808791506686E-005
   8.9999999999999993E-003   299.99944209705228        2.9097323236952152E-009  -1.0045360678914663        1.0045837021444584        1.0798055839034550       -2.3428275767400919E-005
   1.0000000000000000E-002   299.99930833665030        3.9928873182289723E-009  -1.0045358546491392        1.0045829371060959        1.0798051912373530       -2.9045340852462687E-005
   1.0999999999999999E-002   299.99916049220809        5.3158547281611343E-009  -1.0045356189602883        1.0045820913947441        1.0798047572262428       -3.5253845112492854E-005
   1.2000000000000000E-002   299.99899856606737        6.9026155862741509E-009  -1.0045353608249243        1.0045811650332899        1.0798042818769991       -4.2053690492593887E-005
   1.2999999999999999E-002   299.99882255972506        8.7771508657119077E-009  -1.0045350802430597        1.0045801580376728        1.0798037651940169       -4.9444814465005038E-005
   1.4000000000000000E-002   299.99863247416516        1.0963441474559131E-008  -1.0045347772147077        1.0045790704193744        1.0798032071801857       -5.7427176329838403E-005
   1.4999999999999999E-002   299.99842831004997        1.3485468250420745E-008  -1.0045344517398822        1.0045779021869103        1.0798026078374507       -6.6000748631722672E-005
   1.6000000000000000E-002   299.99821006783446        1.6367211955001174E-008  -1.0045341038185984        1.0045766533467635        1.0798019671671479       -7.5165512896546716E-005
   1.7000000000000001E-002   299.99797774783724        1.9632653268683658E-008  -1.0045337334508722        1.0045753239039878        1.0798012851702137       -8.4921456107167614E-005
   1.7999999999999999E-002   299.99773135028551        2.3305772785109516E-008  -1.0045333406367216        1.0045739138626122        1.0798005618473157       -9.5268569396012026E-005
   1.9000000000000000E-002   299.99747087534450        2.7410551005757441E-008  -1.0045329253761641        1.0045724232259134        1.0797997971989406       -1.0620684656714729E-004
   2.0000000000000000E-002   299.99719632313736        3.1970968334522784E-008  -1.0045324876692203        1.0045708519966134        1.0797989912254500       -1.1773628284572624E-004
   2.1000000000000001E-002   299.99690769375843        3.7011005072296867E-008  -1.0045320275159100        1.0045692001770117        1.0797981439271223       -1.2985687493483056E-004
   2.1999999999999999E-002   299.99660498728218        4.2554641411546304E-008  -1.0045315449162553        1.0045674677690903        1.0797972553041775       -1.4256862084494060E-004
   2.3000000000000000E-002   299.99628820376967        4.8625857430892343E-008  -1.0045310398702783        1.0045656547745851        1.0797963253567957       -1.5587151824547618E-004
   2.4000000000000000E-002   299.99595734327340        5.5248633089690234E-008  -1.0045305123780024        1.0045637611950431        1.0797953540851322       -1.6976556599956893E-004
   2.5000000000000001E-002   299.99561240584001        6.2446948222608689E-008  -1.0045299624394526        1.0045617870318622        1.0797943414893256       -1.8425076308403732E-004
   2.5999999999999999E-002   299.99525339151313        7.0244782534209235E-008  -1.0045293900546546        1.0045597322863273        1.0797932875695053       -1.9932710830516953E-004
   2.7000000000000000E-002   299.99488030033450        7.8666115593525758E-008  -1.0045287952236353        1.0045575969596328        1.0797921923257947       -2.1499460075347088E-004
   2.8000000000000001E-002   299.99449313234578        8.7734926828644081E-008  -1.0045281779464230        1.0045553810529022        1.0797910557583181       -2.3125323991735058E-004
   2.9000000000000001E-002   299.99409188758904        9.7475195521281384E-008  -1.0045275382230459        1.0045530845672064        1.0797898778672002       -2.4810302465994027E-004
   2.9999999999999999E-002   299.99367656610747        1.0791090080136596E-007  -1.0045268760535342        1.0045507075035749        1.0797886586525693       -2.6554395429911892E-004
   3.1000000000000000E-002   299.99324716794581        1.1906602164161686E-007  -1.0045261914379189        1.0045482498630045        1.0797873981145587       -2.8357602803907866E-004
   3.2000000000000001E-002   299.99280369315102        1.3096453685212356E-007  -1.0045254843762317        1.0045457116464713        1.0797860962533077       -3.0219924491348138E-004
   3.3000000000000002E-002   299.99234614177209        1.4363042507492573E-007  -1.0045247548685066        1.0045430928549337        1.0797847530689622       -3.2141360412651920E-004
   3.4000000000000002E-002   299.99187451386058        1.5708766477859325E-007  -1.0045240029147768        1.0045403934893400        1.0797833685616747       -3.4121910442763692E-004
   3.5000000000000003E-002   299.99138880947038        1.7136023425280585E-007  -1.0045232285150778        1.0045376135506305        1.0797819427316058       -3.6161574485049641E-004
   3.5999999999999997E-002   299.99088902865810        1.8647211160293323E-007  -1.0045224316694459        1.0045347530397453        1.0797804755789229       -3.8260352408769904E-004
   3.6999999999999998E-002   299.99037517148304        2.0244727474461502E-007  -1.0045216123779179        1.0045318119576254        1.0797789671038032       -4.0418244111606327E-004
   3.7999999999999999E-002   299.98984723800731        2.1930970139834101E-007  -1.0045207706405326        1.0045287903052160        1.0797774173064296       -4.2635249440081679E-004
